"contributor","address","agent","amount","date","committee","ward","lat","lon"
"Quebec House Associates, LLC","1825 K Street NW No. 1200","GYFB INC.",1000,2003-04-25,"Brazil 2004 Committee","Citywide","38.90286205","-77.04243398"
"Wais, Vogelstein & Bedigian, LLC","1829 Reisterstown Rd No. 425",,2000,2010-10-04,"Gray for Mayor","3","39.3883042933459","-76.7381886831579"
"Weis Vogelstein & Bedigian, LLC","1829 Reisterstown Rd No. 425",,2000,2010-10-04,"Gray for Mayor","6","39.3883042933459","-76.7381886831579"
"The Number Nine Corp","1832 Jefferson Place NW","GYFB INC.",500,2004-08-18,"Committee to Re-Elect Kevin P. Chavous","Citywide","38.90630835","-77.04299232"
"3228 Properties Inc.","1832 Jefferson Place NW","GYFB INC.",500,2004-08-20,"Committee to Re-Elect Kevin P. Chavous","Citywide","38.90630835","-77.04299232"
"Blue Horseshoe, LLC","1832 Jefferson Place NW","GYFB INC.",500,2004-08-20,"Committee to Re-Elect Kevin P. Chavous","Citywide","38.90630835","-77.04299232"
"The Number Nine Corp","1832 Jefferson Place NW","GYFB INC.",500,2004-08-11,"Committee to Re-Elect Sandy Allen 04","Citywide","38.90630835","-77.04299232"
"First South Capital , LLC","1832 Jefferson Place NW","GYFB INC.",500,2004-08-11,"Committee to Re-Elect Sandy Allen 04","7","38.90630835","-77.04299232"
"328 Properties Inc.","1832 Jefferson Place NW",,500,2004-08-11,"Committee to Re-Elect Sandy Allen 04","Citywide","38.90630835","-77.04299232"
"Blue Horseshoe, LLC","1832 Jefferson Place NW","GYFB INC.",500,2004-08-11,"Committee to Re-Elect Sandy Allen 04","Citywide","38.90630835","-77.04299232"
"First South Capital , LLC","1832 Jefferson Place NW",,500,2006-05-08,"Re-Elect Jim Graham (2006)","4","38.90630835","-77.04299232"
"4665-75, LLC","1832 Jefferson Place NW",,500,2006-05-08,"Re-Elect Jim Graham (2006)","Citywide","38.90630835","-77.04299232"
"2730 Georgia Avenue, LLC","1832 Jefferson Place NW",,500,2006-05-08,"Re-Elect Jim Graham (2006)","7","38.90630835","-77.04299232"
"2050 Wilson Blvd, LLC","1832 Jefferson Place NW",,500,2006-05-08,"Re-Elect Jim Graham (2006)","4","38.90630835","-77.04299232"
"BJ Associates, LLC","1832 Jefferson Place NW",,500,2006-05-08,"Re-Elect Jim Graham (2006)","7","38.90630835","-77.04299232"
"Benning 45, LLC","1832 Jefferson Place NW","GYFB INC.",500,2006-05-08,"Re-Elect Jim Graham (2006)","7","38.90630835","-77.04299232"
"The Number Nine Corp","1832 Jefferson Place NW","GYFB INC.",500,2006-05-08,"Re-Elect Jim Graham (2006)","4","38.90630835","-77.04299232"
"1900 K Street Associates","1900 K Street NW No. 650",,500,2000-01-29,"Committee to Re-Elect Jack Evans","5","38.90207129","-77.04391043"
"Warner Theater Association Operations","1900 K Street NW No. 650",,500,2000-01-29,"Committee to Re-Elect Jack Evans","5","38.90207129","-77.04391043"
"DC Air","1900 W Place NE",,2000,2000-06-21,"Committee to Re-Elect Tony Williams","8","38.91608470","-76.99168884"
"District Cablevision, Inc.","1900 W Place NE","UNAVAILABLE",2000,2000-06-21,"Committee to Re-Elect Tony Williams","Citywide","38.91608470","-76.99168884"
"Black Entertainment Television","1900 W Place NE","UNAVAILABLE",2000,2000-06-21,"Committee to Re-Elect Tony Williams","6","38.91608470","-76.99168884"
"Amalgamated Capital Partners","1912 Sunderland Place NW","WASHINGTON REGISTRY LTD.",1500,2010-06-10,"Orange for Chair","3","38.90773006","-77.04415361"
"Lowe Development Corp","1912 Sunderland Place NW","WASHINGTON REGISTRY LTD.",1500,2010-06-10,"Orange for Chair","3","38.90773006","-77.04415361"
"Atlantic Garage, Inc.","1920 L Street NW No. 300","NONE  NONE",500,2004-11-01,"Committee to Elect Vincent Gray","Citywide","38.90350007","-77.04447991"
"Atlantic Garage, Inc.","1920 L Street NW No. 300","NONE  NONE",500,2004-11-01,"Committee to Elect Vincent Gray","Citywide","38.90350007","-77.04447991"
"Etete Ethiopian Cuisine, LLC","1942 9th Street NW",,500,2010-01-27,"Reelect Jim Graham 2010","5","38.91675279","-77.02421385"
"First Impression, Inc.","1942 9th Street NW","ASTER HUNEGNAW",500,2010-01-27,"Reelect Jim Graham 2010","Citywide","38.91675279","-77.02421385"
"Property and Portfolio Research, Inc.","2 Bethesda Metro Center 10th Ctr Fl B",,500,2010-03-12,"Re-Elect Tommy Wells","3","39.0058208584776","-77.1024958341315"
"CoStar Group","2 Bethesda Metro Center 10th Ctr Fl B","CORPORATION SERVICE COMPANY",500,2010-03-12,"Re-Elect Tommy Wells","Citywide","39.0058208584776","-77.1024958341315"
"77 Land Company","2 Bethesda Metro Ctr No. 220",,500,2008-12-23,"Evans 2008","8","39.0058208584776","-77.1024958341315"
"Grange Partners, LLC","2 Bethesda Metro Ctr No. 220",,500,2008-12-23,"Evans 2008","Citywide","39.0058208584776","-77.1024958341315"
"401 Evarts Street LLC","2000 14th Street NW No. 10","ERIC P. BOCK, ESQ.",500,2006-10-24,"Bobb for School Board President","7","38.91744436","-77.03240353"
"The Warrenton Group","2000 14th Street NW No. 10","JANET E. JOHNSON",500,2006-10-24,"Bobb for School Board President","4","38.91744436","-77.03240353"
"Achieve Kids Tri Inc.","2000 M Street NW","CHARLES L. BRODSKY",500,2011-10-07,"Evans 2012","Citywide","38.90521610","-77.04533886"
"The Washington Triathlon LLC","2000 M Street NW",,500,2011-10-07,"Evans 2012","Citywide","38.90521610","-77.04533886"
"The Nation's Triathlon LLC","2000 M Street NW",,500,2011-10-07,"Evans 2012","Citywide","38.90521610","-77.04533886"
"Williams mechanicl Contracting Corp, VA","2000 N Clarendon Blvd No. 300",,500,2010-01-27,"Reelect Jim Graham 2010","Citywide","38.8916832541262","-77.0813561259549"
"Mechnical Design Group, LLC.","2000 N Clarendon Blvd No. 300",,500,2010-01-27,"Reelect Jim Graham 2010","5","38.8916832541262","-77.0813561259549"
"Sorg & Associates P.C.","2000 S Street NW",,500,2007-11-27,"Muriel Bowser for Ward 4 2008","Citywide","38.91393121","-77.04513362"
"Sorg & Associates P.C.","2000 S Street NW",,500,2007-11-30,"Muriel Bowser for Ward 4 2008","Citywide","38.91393121","-77.04513362"
"Round Hill Investors, LLC","2000 Tower Oaks Blvd",,2000,2010-03-31,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"TYG Development Company, LLC","2000 Tower Oaks Blvd",,2000,2010-04-05,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"FGV Investors LLC","2000 Tower Oaks Blvd",,2000,2010-04-05,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Wilde Lake Associates, LLC","2000 Tower Oaks Blvd",,2000,2010-04-07,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Stonewood Partners, LLC","2000 Tower Oaks Blvd 8th Blvd Floor R",,2000,2009-09-22,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Acme Atlantic Leasing Company, LLC","2000 Tower Oaks Blvd 8th Blvd Floor R",,2000,2009-09-22,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Knollwood Partners, LLC","2000 Tower Oaks Blvd 8th Blvd Floor R",,2000,2009-09-22,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Moloreaux Inc.","2000 Tower Oaks Blvd 8th Blvd Floor R",,2000,2009-09-22,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Planden Corporation","2000 Tower Oaks Blvd 8th Blvd Floor R",,2000,2009-09-22,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Potomac Bonds, LLC","2000 Tower Oaks Blvd 8th Blvd Floor R",,2000,2009-09-22,"Fenty 2010","Citywide","39.0514060797431","-77.1259247557224"
"Tenacity Mortgage","2008 Hillyer Place NW",,500,2006-06-01,"STRAUSS FOR WARD 3 COUNCIL","3","38.91174678","-77.04536203"
"Tenacity Settlements","2008 Hillyer Place NW",,500,2006-06-01,"STRAUSS FOR WARD 3 COUNCIL","1","38.91174678","-77.04536203"
"City General, Inc.","2010 Kendall Street NE","EARL R. MITCHELL",500,2008-08-07,"Barry for Ward 8","4","38.91384316","-76.98768492"
"City Security Consultants, Inc.","2010 Kendall Street NE","THOMAS LEWIS",500,2008-08-07,"Barry for Ward 8","4","38.91384316","-76.98768492"
"Genops Corp","2010 N Street NW",,300,2004-10-29,"Campaign to Elect Jeff Smith (TERM)","5","38.90712906","-77.04615151"
"Gateway Center","2010 N Street NW",,300,2004-10-31,"Campaign to Elect Jeff Smith (TERM)","5","38.90712906","-77.04615151"
"Triden Development Group, LLC","2021 Martin Luther King Jr Avenue SE","C T CORPORATION SYSTEM UNK",500,2007-03-16,"Committee to Elect Yvette M. Alexander","5","38.86637794","-76.98943121"
"F&L Construction, Inc.","2021 Martin Luther King Jr Avenue SE",,500,2007-03-16,"Committee to Elect Yvette M. Alexander","8","38.86637794","-76.98943121"
"F & L/Wrecking Corp JV LLC","2021 Martin Luther King Jr Avenue SE",,1000,2007-07-24,"Re-Elect Kwame R. Brown","1","38.86637794","-76.98943121"
"F & L Construction, Inc.","2021 Martin Luther King Jr Avenue SE",,1000,2007-07-24,"Re-Elect Kwame R. Brown","3","38.86637794","-76.98943121"
"Ellis Development, LLC","204 9th Street NE","ROY A. ELLIS",500,2011-10-06,"Bowser 2012","5","38.89230342","-76.99397809"
"Ellis Enterprises, LLC","204 9th Street NE","ROBERT W. EWELL",500,2011-10-06,"Bowser 2012","Citywide","38.89230342","-76.99397809"
"American Prosperity Mortgage, LLC","205 S Whiting St No. 608",,500,2008-08-22,"Barry for Ward 8","5","38.8128307476081","-77.1373071949207"
"American Prosperity Mortgage, LLC","205 S Whiting St No. 608",,500,2008-08-22,"Barry for Ward 8","Citywide","38.8128307476081","-77.1373071949207"
"ABC 7630 11th NW LLC","2055 15th St N No. 2",,500,2004-08-20,"Committee to Re-Elect Kevin P. Chavous","Citywide","38.8908973982489","-77.08407984438"
"821 Howard Rd., LLC","2055 15th St N No. 2",,500,2004-08-20,"Committee to Re-Elect Kevin P. Chavous","Citywide","38.8908973982489","-77.08407984438"
"ABC 730 11th Street, NW, LLC","2055 15th St N No. 2",,500,2006-05-08,"Re-Elect Jim Graham (2006)","7","38.8908973982489","-77.08407984438"
"MCD'S DC LLC","2055 15th St N No. 2",,500,2006-05-08,"Re-Elect Jim Graham (2006)","Citywide","38.8908973982489","-77.08407984438"
"Persus Realty Investments, LLC","2099 Pennsylvania Avenue NW No. 975",,500,2010-03-10,"Reelect Jim Graham 2010","8","38.90164157","-77.04629322"
"Perseus Realty, LLC","2099 Pennsylvania Avenue NW No. 975","ROBERT L. COHEN",500,2010-03-10,"Reelect Jim Graham 2010","4","38.90164157","-77.04629322"
"14W Member, LLC.","2099 Pennsylvania Avenue NW No. 975",,500,2010-03-10,"Reelect Jim Graham 2010","4","38.90164157","-77.04629322"
"1200 BMR Members, LLC.","2099 Pennsylvania Avenue NW No. 975",,500,2010-03-10,"Reelect Jim Graham 2010","Citywide","38.90164157","-77.04629322"
"Uspfill Redland Technology Center, LP","2099 Pennsylvania Avenue NW No. 975",,500,2010-03-10,"Reelect Jim Graham 2010","Citywide","38.90164157","-77.04629322"
"Perseus Stillman, LLC.","2099 Pennsylvania Avenue NW No. 975","CORPORATION SERVICE COMPANY",500,2010-03-10,"Reelect Jim Graham 2010","3","38.90164157","-77.04629322"
"1110 Vermont Renaissance Assoc., LLC.","2099 Pennsylvania Avenue NW No. 975","CORPORATION SERVICE COMPANY",500,2010-03-10,"Reelect Jim Graham 2010","5","38.90164157","-77.04629322"
"New Tech Games, Inc.","2101 Martin Luther King Jr Avenue SE","RONALD C. JESSAMY SR.",2000,2006-01-26,"Citizens to Elect Linda Cropp Mayor","Citywide","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,2000,2006-01-26,"Citizens to Elect Linda Cropp Mayor","Citywide","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,2000,2006-01-27,"Citizens to Elect Linda Cropp Mayor","7","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,2000,2006-02-24,"Citizens to Elect Linda Cropp Mayor","Citywide","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,2000,2006-02-24,"Citizens to Elect Linda Cropp Mayor","Citywide","38.86541590","-76.99017709"
"New Tech Games, Inc.","2101 Martin Luther King Jr Avenue SE","RONALD C. JESSAMY SR.",2000,2006-02-24,"Citizens to Elect Linda Cropp Mayor","Citywide","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,2000,2006-09-17,"Citizens to Elect Linda Cropp Mayor","5","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,2000,2006-09-17,"Citizens to Elect Linda Cropp Mayor","5","38.86541590","-76.99017709"
"New Tech Games, Inc.","2101 Martin Luther King Jr Avenue SE","RONALD C. JESSAMY SR.",2000,2006-09-17,"Citizens to Elect Linda Cropp Mayor","4","38.86541590","-76.99017709"
"New Tech Games, Inc.","2101 Martin Luther King Jr Avenue SE","RONALD C. JESSAMY SR.",2000,2000-06-21,"Committee to Re-Elect Tony Williams","Citywide","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,2000,2000-06-21,"Committee to Re-Elect Tony Williams","7","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,2000,2000-06-23,"Committee to Re-Elect Tony Williams","5","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,500,2007-12-06,"Evans 2008","Citywide","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,500,2007-12-06,"Evans 2008","8","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,2000,2009-04-20,"Fenty 2010","5","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,2000,2009-04-20,"Fenty 2010","8","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,1000,2009-12-30,"Mendelson For Council 2010","2","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,1000,2009-12-30,"Mendelson For Council 2010","3","38.86541590","-76.99017709"
"Lottery Technology Enterprises","2101 Martin Luther King Jr Avenue SE",,1000,2007-10-23,"Re-Elect Kwame R. Brown","Citywide","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,1000,2007-10-23,"Re-Elect Kwame R. Brown","Citywide","38.86541590","-76.99017709"
"New Tech Games, Inc.","2101 Martin Luther King Jr Avenue SE","RONALD C. JESSAMY SR.",500,2009-11-07,"Thomas 2010","Citywide","38.86541590","-76.99017709"
"DC Services, Inc.","2101 Martin Luther King Jr Avenue SE",,500,2009-11-07,"Thomas 2010","Citywide","38.86541590","-76.99017709"
"Federal Center Office Assoc LLC","2101 Wisconsin Avenue NW","JOHN E. STINCHFIELD",2000,2009-12-03,"Fenty 2010","7","38.91746091","-77.06839565"
"4530 Wisconsin Avenue Association","2101 Wisconsin Avenue NW","JOHN E. STINCHFIELD",2000,2009-12-03,"Fenty 2010","7","38.91746091","-77.06839565"
"4000 Wisconsin Avenue Associates LLC","2101 Wisconsin Avenue NW","JOHN E. STINCHFIELD",2000,2009-12-03,"Fenty 2010","7","38.91746091","-77.06839565"
"Carter & Carter Enterprises, Inc.","212 Van Buren Street NW",,500,2008-08-11,"Barry for Ward 8","5","38.96977751","-77.01392250"
"South Capitol Street Limited Partnership","212 Van Buren Street NW","DARRYL W CARTER",500,2008-08-11,"Barry for Ward 8","6","38.96977751","-77.01392250"
"Washington Leasing LLC","212 Van Buren Street NW","C T CORPORATION SYSTEM UNK",500,2008-08-11,"Barry for Ward 8","Citywide","38.96977751","-77.01392250"
"Urban Service Systems Corporation","212 Van Buren Street NW",,500,2008-08-11,"Barry for Ward 8","5","38.96977751","-77.01392250"
"Carter & Carter Enterprises, Inc.","212 Van Buren Street NW",,500,2008-08-11,"Barry for Ward 8","1","38.96977751","-77.01392250"
"Washington Leasing LLC","212 Van Buren Street NW","C T CORPORATION SYSTEM UNK",500,2008-08-11,"Barry for Ward 8","Citywide","38.96977751","-77.01392250"
"Urban Service Systems Corporation","212 Van Buren Street NW",,500,2008-08-11,"Barry for Ward 8","4","38.96977751","-77.01392250"
"South Capitol Street Limited Partnership","212 Van Buren Street NW","DARRYL W CARTER",500,2008-08-11,"Barry for Ward 8","5","38.96977751","-77.01392250"
"Carter & Carter Enterprises, Inc.","212 Van Buren Street NW",,1000,2010-05-21,"Catania 2010","7","38.96977751","-77.01392250"
"Urban Service Systems Corporation","212 Van Buren Street NW",,1000,2010-05-21,"Catania 2010","5","38.96977751","-77.01392250"
"Washington Leasing LLC","212 Van Buren Street NW","C T CORPORATION SYSTEM UNK",1000,2010-05-21,"Catania 2010","5","38.96977751","-77.01392250"
"South Capitol Street Limited Partnership","212 Van Buren Street NW","DARRYL W CARTER",1000,2010-05-21,"Catania 2010","Citywide","38.96977751","-77.01392250"
"Washington Leasing LLC","212 Van Buren Street NW","C T CORPORATION SYSTEM UNK",1000,2005-10-25,"Committee to Elect Kwame R Brown","3","38.96977751","-77.01392250"
"South Capitol Street Limited Partnership","212 Van Buren Street NW","DARRYL W CARTER",1000,2005-10-25,"Committee to Elect Kwame R Brown","Citywide","38.96977751","-77.01392250"
"South Capitol Street Limited Partnership","212 Van Buren Street NW","DARRYL W CARTER",2000,2010-06-10,"Gray for Mayor","Citywide","38.96977751","-77.01392250"
"Carter & Carter Enterprises, Inc.","212 Van Buren Street NW",,2000,2010-06-10,"Gray for Mayor","Citywide","38.96977751","-77.01392250"
"Washington Leasing LLC","212 Van Buren Street NW","C T CORPORATION SYSTEM UNK",2000,2010-06-10,"Gray for Mayor","Citywide","38.96977751","-77.01392250"
"Urban Service Systems Corporation","212 Van Buren Street NW",,2000,2010-06-10,"Gray for Mayor","8","38.96977751","-77.01392250"
"South Capitol Street Limited Partnership","212 Van Buren Street NW","DARRYL W CARTER",1000,2007-07-18,"Re-Elect Kwame R. Brown","Citywide","38.96977751","-77.01392250"
"Washington Leasing LLC","212 Van Buren Street NW","C T CORPORATION SYSTEM UNK",1000,2007-07-18,"Re-Elect Kwame R. Brown","Citywide","38.96977751","-77.01392250"
"Urban Service Systems Corporation","212 Van Buren Street NW",,1000,2011-12-02,"Re-Elect Orange At Large 2012","Citywide","38.96977751","-77.01392250"
"Carter & Carter Enterprises, Inc.","212 Van Buren Street NW",,1000,2011-12-02,"Re-Elect Orange At Large 2012","1","38.96977751","-77.01392250"
"ALBAN STRATEGIES","2121 Cooperative Way No. 100",,2000,2010-10-29,"Gray for Mayor","Citywide","38.9527715590886","-77.4008245611871"
"WESTOVER MARKETING","2121 Cooperative Way No. 100","JEANNIE  BELLE",2000,2010-10-29,"Gray for Mayor","Citywide","38.9699125078831","-77.3867640390969"
"Stadium LLC","2127 Queens Chapel Road NE","WILLIAM  WILLIAMS",1500,2010-08-10,"Orange for Chair","Citywide","38.91964108","-76.97228609"
"Stadium Group, LLC","2127 Queens Chapel Road NE","PROFESSIONAL REGISTERED AGENTS INC.",1500,2010-08-12,"Orange for Chair","Citywide","38.91964108","-76.97228609"
"Atlantic Services Group","2131 K Street NW","C T CORPORATION SYSTEM UNK",500,2009-12-01,"Re-elect Cheh 2010","Citywide","38.90289210","-77.04766559"
"Atlantic Transportation Services, LLC","2131 K Street NW","C T CORPORATION SYSTEM UNK",500,2009-12-03,"Re-elect Cheh 2010","2","38.90289210","-77.04766559"
"Atlantic Garage, Inc.","2131 K Street NW No. 200","NONE  NONE",500,2008-02-14,"Committee to Re-Elect Yvette Alexander","5","38.90289210","-77.04766559"
"Atlantic Services Group","2131 K Street NW No. 200","C T CORPORATION SYSTEM UNK",500,2008-02-14,"Committee to Re-Elect Yvette Alexander","7","38.90289210","-77.04766559"
